1	3047	0						-1
2	276	0	1		-1
3	4005	0		1	-1
4	4845	0		1	3	-1
5	4391	0		1	-1
6	4177	0		3	5	-1
7	9896	0		4	2	6	3	-1
8	8243	0	2	6	7	4	6	-1
9	3614	0	1		2	4	6	-1
10	6473	0	6		4	8	5	-1
11	8283	0	4		8	1	2	-1
12	29	0	6	2		3	6	-1
13	4976	0	8	6	2		10	-1
14	7966	0	7	9	11	4	3	-1
15	8500	0		11	12	14	7	-1
16	5380	0		3	12	1	6	-1
17	8633	0	12	15	3	10	9	-1
18	4590	0	15	13	1	17	12	-1
19	7606	0	4	9	1	15	3	-1
20	8936	0	15	3	4	15	9	-1
21	2106	0	17	8	7	14	8	-1
22	3490	0		7	8	9	17	-1
23	9463	0	11	4	15	4	2	-1
24	720	0	1	9	11	23	3	-1
25	1550	0	13	21	18	11	13	-1
26	7094	0	13	1	21	19	22	-1
27	1380	0	3	11	16	16	19	-1
28	7542	0	14	9	12	17	21	-1
29	6340	0	19	1	19	18	19	-1
30	9718	0	22	1	25	21	19	-1
31	4394	0	14	25	1	25	12	-1
32	1018	0	12	11	20	2	27	-1
33	3397	0	29	24	4	8	19	-1
34	7349	0	25	7	7	26	15	-1
35	4057	0	3	33	21	22	23	-1
36	2412	0	15	29	21	18	8	-1
37	402	0	32	33	18	35	22	-1
38	4854	0	31	12	16	13	9	-1
39	5548	0	21	35	30	33	13	-1
40	7638	0	19	18	37	7	28	-1
41	4458	0	24	33	40	7	38	-1
42	5837	0	30	26	36	3	22	-1
43	854	0	40	28	40	10	17	-1
44	6888	0	40	6	38	34	18	-1
45	3474	0	25	41	40	14	11	-1
46	3922	0	19	26	41	9	10	-1
47	6737	0	25	16	17	15	11	-1
48	8050	0	39	11	22	2	22	-1
49	5619	0	4	46	46	14	22	-1
50	3000	0	16	14	3	43	42	-1
51	1696	0	7	11	46	2	4	-1
52	3567	0	47	19	3	21	20	-1
53	8435	0	32	30	18	23	32	-1
54	9557	0	11	35	14	2	23	-1
55	6361	0	8	8	21	32	32	-1
56	1649	0	11	9	10	6	30	-1
57	9376	0	2	32	44	19	46	-1
58	9886	0	9	39	41	27	51	-1
59	1782	0	1	49	4	28	22	-1
60	2865	0	21	10	45	34	3	-1
61	2763	0	8	32	22	45	42	-1
62	2889	0	27	26	15	3	29	-1
63	6055	0	5	62	50	36	53	-1
64	6181	0	16	57	38	51	33	-1
65	846	0	58	41	43	46	55	-1
66	2902	0	55	17	55	9	2	-1
67	7349	0	4	47	4	6	35	-1
68	6869	0	63	37	63	42	15	-1
69	23	0	65	59	39	47	13	-1
70	5870	0	14	47	28	46	6	-1
71	7633	0	2	67	39	11	26	-1
72	1405	0	63	40	42	22	57	-1
73	1228	0	26	24	7	24	48	-1
74	4519	0	1	7	58	47	7	-1
75	6259	0	64	20	12	8	43	-1
76	7897	0	65	53	50	42	28	-1
77	6514	0	36	17	14	30	35	-1
78	7212	0	38	10	73	5	52	-1
79	3881	0	20	20	72	24	50	-1
80	1904	0	26	69	39	18	55	-1
81	4673	0	46	32	37	4	53	-1
82	3441	0	36	81	74	47	21	-1
83	7143	0	50	41	31	28	72	-1
84	6935	0	70	27	47	22	1	-1
85	5629	0	5	39	27	77	23	-1
86	8927	0	47	47	2	55	25	-1
87	1074	0	43	50	51	19	51	-1
88	3823	0	15	51	83	87	57	-1
89	1820	0	54	13	46	20	16	-1
90	7398	0	11	32	26	14	53	-1
91	9389	0	58	38	70	3	60	-1
92	9390	0	1	38	18	22	8	-1
93	5918	0	42	6	44	8	4	-1
94	5808	0	16	27	22	5	78	-1
95	9870	0	89	35	35	13	22	-1
96	6821	0	57	50	81	39	83	-1
97	9513	0	94	81	22	32	25	-1
98	8316	0	82	89	33	26	38	-1
99	428	0	53	51	29	98	53	-1
100	5301	0	65	59	26	14	69	-1
101	2633	0	40	61	55	35	14	-1
102	7952	0	69	15	8	15	34	-1
103	1903	0	27	18	2	43	25	-1
104	5625	0	53	22	14	9	15	-1
105	3533	0	23	63	4	75	96	-1
106	8216	0	102	88	76	105	19	-1
107	9194	0	9	17	38	39	97	-1
108	1806	0	87	19	21	77	76	-1
109	8326	0	96	96	85	19	1	-1
110	7365	0	70	57	100	55	39	-1
111	4544	0	3	24	51	74	86	-1
112	952	0	26	13	7	109	52	-1
113	1610	0	99	50	32	112	28	-1
114	2963	0	10	107	94	95	105	-1
115	212	0	105	101	76	14	42	-1
116	9773	0	53	26	106	30	111	-1
117	3670	0	59	11	110	55	36	-1
118	9951	0	32	71	68	9	61	-1
119	4498	0	2	115	99	93	78	-1
120	3734	0	46	114	41	62	29	-1
121	1717	0	76	50	87	61	88	-1
122	6711	0	88	34	24	36	13	-1
123	3323	0	84	116	48	17	31	-1
124	4075	0	55	116	70	119	57	-1
125	5407	0	86	13	108	71	42	-1
126	6680	0	50	31	45	52	48	-1
127	132	0	54	58	96	22	43	-1
128	61	0	61	125	117	123	54	-1
129	3381	0	19	127	47	125	103	-1
130	1466	0	114	5	67	104	17	-1
131	8148	0	128	5	78	35	77	-1
132	8739	0	30	25	64	99	71	-1
133	6297	0	123	68	91	5	10	-1
134	6867	0	107	108	25	129	85	-1
135	9586	0	83	64	29	12	31	-1
136	4157	0	95	48	33	30	31	-1
137	5367	0	71	28	85	74	70	-1
138	5403	0	28	116	34	15	7	-1
139	2170	0	121	24	44	32	40	-1
140	5027	0	136	116	98	137	64	-1
141	202	0	34	31	86	96	100	-1
142	7261	0	71	5	49	131	10	-1
143	9285	0	52	8	57	8	93	-1
144	772	0	3	105	102	29	60	-1
145	1867	0	132	53	67	22	92	-1
146	9758	0	43	21	140	139	14	-1
147	4979	0	67	57	118	2	104	-1
148	6845	0	144	61	141	54	77	-1
149	2698	0	34	117	80	72	68	-1
150	9399	0	149	113	77	85	111	-1
151	6547	0	55	29	111	48	18	-1
152	613	0	123	6	109	21	68	-1
153	1407	0	34	70	80	144	66	-1
154	9978	0	141	38	10	65	20	-1
155	7975	0	69	60	107	139	59	-1
156	3080	0	82	40	63	60	73	-1
157	9506	0	28	64	154	9	16	-1
158	8626	0	3	28	130	25	151	-1
159	3784	0	68	119	138	24	59	-1
160	4337	0	11	141	108	99	76	-1
161	728	0	15	76	25	121	132	-1
162	7840	0	137	30	96	34	134	-1
163	9120	0	95	115	46	148	47	-1
164	1378	0	110	142	159	91	150	-1
165	53	0	47	84	89	63	118	-1
166	9158	0	153	63	79	130	23	-1
